Date,Journal_ID,Line_No,Account_Code,Account_Name,Dept_Code,Description,Debit,Credit,User_ID,Approval_Level,Posting_Type,Currency,Exchange_Rate,Audit_Flag,Net
2024-02-04,JRN-2024-0062,4,1200,Inventory,IT,Dr to Inventory,1358.67,0.0,U103,3,Automated,GBP,1.0,0,1358.67
2024-03-05,JRN-2024-0063,1,1100,Accounts Receivable,IT,Dr to Accounts Receivable,1512.19,0.0,U102,1,Automated,GBP,1.0,0,1512.19
2024-03-05,JRN-2024-0063,2,5500,Interest Expense,IT,Dr to Interest Expense,594.64,0.0,U102,1,Automated,GBP,1.0,0,594.64
2024-03-05,JRN-2024-0063,3,5400,Depreciation Expense,IT,Cr to Depreciation Expense,0.0,2106.83,U102,1,Automated,GBP,1.0,0,-2106.83
2024-04-07,JRN-2024-0064,1,4000,Sales Revenue,HR,Dr to Sales Revenue,1735.91,0.0,U301,1,Automated,GBP,1.0,0,1735.91
2024-04-07,JRN-2024-0064,2,1200,Inventory,HR,Cr to Inventory,0.0,1663.54,U301,1,Automated,GBP,1.0,0,-1663.54
2024-04-07,JRN-2024-0064,3,5400,Depreciation Expense,HR,Cr to Depreciation Expense,0.0,1856.84,U301,1,Automated,GBP,1.0,0,-1856.84
2024-04-07,JRN-2024-0064,4,1000,Cash at Bank,HR,Dr to Cash at Bank,1784.47,0.0,U301,1,Automated,GBP,1.0,0,1784.47
2024-07-20,JRN-2024-0065,1,4100,Other Income,HR,Dr to Other Income,1134.34,0.0,U201,2,Reversal,GBP,1.0,0,1134.34
2024-07-20,JRN-2024-0065,2,1200,Inventory,HR,Cr to Inventory,0.0,516.81,U201,2,Reversal,GBP,1.0,0,-516.81
2024-07-20,JRN-2024-0065,3,1000,Cash at Bank,HR,Cr to Cash at Bank,0.0,617.53,U201,2,Reversal,GBP,1.0,0,-617.53
2024-09-16,JRN-2024-0066,1,5300,Utilities Expense,FIN,Cr to Utilities Expense,0.0,3187.23,U103,3,Reversal,GBP,1.0,0,-3187.23
2024-09-16,JRN-2024-0066,2,1000,Cash at Bank,FIN,Dr to Cash at Bank,3187.23,0.0,U103,3,Reversal,GBP,1.0,0,3187.23
2024-06-02,JRN-2024-0067,1,4100,Other Income,MKT,Dr to Other Income,1041.84,0.0,U102,1,Manual,GBP,1.0,1,1041.84
2024-06-02,JRN-2024-0067,2,1100,Accounts Receivable,MKT,Cr to Accounts Receivable,0.0,4085.33,U102,1,Manual,GBP,1.0,1,-4085.33
2024-06-02,JRN-2024-0067,3,2100,Accruals,MKT,Dr to Accruals,2033.53,0.0,U102,1,Manual,GBP,1.0,1,2033.53
2024-06-02,JRN-2024-0067,4,2100,Accruals,MKT,Dr to Accruals,1009.96,0.0,U102,1,Manual,GBP,1.0,1,1009.96
2024-03-06,JRN-2024-0068,1,5000,Cost of Goods Sold,HR,Cr to Cost of Goods Sold,0.0,2522.39,U301,1,Automated,GBP,1.0,0,-2522.39
2024-03-06,JRN-2024-0068,2,1200,Inventory,HR,Dr to Inventory,2522.39,0.0,U301,1,Automated,GBP,1.0,0,2522.39
2024-12-03,JRN-2024-0069,1,5300,Utilities Expense,HR,Dr to Utilities Expense,1391.58,0.0,U201,1,Manual,GBP,1.0,0,1391.58
2024-12-03,JRN-2024-0069,2,5400,Depreciation Expense,HR,Cr to Depreciation Expense,0.0,11.45,U201,1,Manual,GBP,1.0,0,-11.45
2024-12-03,JRN-2024-0069,3,5000,Cost of Goods Sold,HR,Cr to Cost of Goods Sold,0.0,1380.13,U201,1,Manual,GBP,1.0,0,-1380.13
2024-04-15,JRN-2024-0070,1,1200,Inventory,OPS,Dr to Inventory,1138.81,0.0,U102,3,Reversal,GBP,1.0,0,1138.81
2024-04-15,JRN-2024-0070,2,1000,Cash at Bank,OPS,Dr to Cash at Bank,133.26,0.0,U102,3,Reversal,GBP,1.0,0,133.26
2024-04-15,JRN-2024-0070,3,2000,Accounts Payable,OPS,Cr to Accounts Payable,0.0,2145.66,U102,3,Reversal,GBP,1.0,0,-2145.66
2024-04-15,JRN-2024-0070,4,5200,Rent Expense,OPS,Dr to Rent Expense,873.59,0.0,U102,3,Reversal,GBP,1.0,0,873.59
2024-08-22,JRN-2024-0071,1,5000,Cost of Goods Sold,FIN,Cr to Cost of Goods Sold,0.0,352.52,U201,1,Automated,GBP,1.0,0,-352.52
2024-08-22,JRN-2024-0071,2,5500,Interest Expense,FIN,Dr to Interest Expense,2129.94,0.0,U201,1,Automated,GBP,1.0,0,2129.94
2024-08-22,JRN-2024-0071,3,5000,Cost of Goods Sold,FIN,Cr to Cost of Goods Sold,0.0,1777.42,U201,1,Automated,GBP,1.0,0,-1777.42
2024-07-13,JRN-2024-0072,1,5500,Interest Expense,IT,Dr to Interest Expense,390.2,0.0,U201,1,Reversal,GBP,1.0,0,390.2
2024-07-13,JRN-2024-0072,2,1200,Inventory,IT,Cr to Inventory,0.0,1324.15,U201,1,Reversal,GBP,1.0,0,-1324.15
2024-07-13,JRN-2024-0072,3,5000,Cost of Goods Sold,IT,Dr to Cost of Goods Sold,442.25,0.0,U201,1,Reversal,GBP,1.0,0,442.25
2024-07-13,JRN-2024-0072,4,5200,Rent Expense,IT,Dr to Rent Expense,491.7,0.0,U201,1,Reversal,GBP,1.0,0,491.7
2024-01-22,JRN-2024-0073,1,2000,Accounts Payable,MKT,Cr to Accounts Payable,0.0,703.36,U301,2,Reversal,GBP,1.0,0,-703.36
2024-01-22,JRN-2024-0073,2,2100,Accruals,MKT,Dr to Accruals,38.58,0.0,U301,2,Reversal,GBP,1.0,0,38.58
2024-01-22,JRN-2024-0073,3,1000,Cash at Bank,MKT,Dr to Cash at Bank,664.78,0.0,U301,2,Reversal,GBP,1.0,0,664.78
2024-08-01,JRN-2024-0074,1,5400,Depreciation Expense,FIN,Dr to Depreciation Expense,1698.9,0.0,U401,2,Manual,GBP,1.0,0,1698.9
2024-08-01,JRN-2024-0074,2,3100,Retained Earnings,FIN,Cr to Retained Earnings,0.0,1698.9,U401,2,Manual,GBP,1.0,0,-1698.9
2024-09-09,JRN-2024-0075,1,1300,Prepayments,OPS,Cr to Prepayments,0.0,271.73,U102,1,Automated,GBP,1.0,0,-271.73
2024-09-09,JRN-2024-0075,2,5400,Depreciation Expense,OPS,Dr to Depreciation Expense,167.16,0.0,U102,1,Automated,GBP,1.0,0,167.16
2024-09-09,JRN-2024-0075,3,5400,Depreciation Expense,OPS,Dr to Depreciation Expense,104.57,0.0,U102,1,Automated,GBP,1.0,0,104.57
2024-08-03,JRN-2024-0076,1,1100,Accounts Receivable,HR,Cr to Accounts Receivable,0.0,461.92,U103,3,Automated,GBP,1.0,0,-461.92
2024-08-03,JRN-2024-0076,2,5200,Rent Expense,HR,Cr to Rent Expense,0.0,816.44,U103,3,Automated,GBP,1.0,0,-816.44
2024-08-03,JRN-2024-0076,3,4100,Other Income,HR,Dr to Other Income,2223.93,0.0,U103,3,Automated,GBP,1.0,0,2223.93
2024-08-03,JRN-2024-0076,4,5300,Utilities Expense,HR,Cr to Utilities Expense,0.0,945.57,U103,3,Automated,GBP,1.0,0,-945.57
2024-04-28,JRN-2024-0077,1,2000,Accounts Payable,HR,Cr to Accounts Payable,0.0,757.22,U301,3,Manual,GBP,1.0,1,-757.22
2024-04-28,JRN-2024-0077,2,5100,Wages Expense,HR,Cr to Wages Expense,0.0,1243.78,U301,3,Manual,GBP,1.0,1,-1243.78
2024-04-28,JRN-2024-0077,3,4100,Other Income,HR,Dr to Other Income,2001.0,0.0,U301,3,Manual,GBP,1.0,1,2001.0
2024-01-25,JRN-2024-0078,1,1300,Prepayments,MKT,Cr to Prepayments,0.0,830.92,U201,2,Reversal,GBP,1.0,0,-830.92
2024-01-25,JRN-2024-0078,2,4100,Other Income,MKT,Dr to Other Income,750.09,0.0,U201,2,Reversal,GBP,1.0,0,750.09
2024-01-25,JRN-2024-0078,3,1200,Inventory,MKT,Dr to Inventory,1046.94,0.0,U201,2,Reversal,GBP,1.0,0,1046.94
2024-01-25,JRN-2024-0078,4,4000,Sales Revenue,MKT,Cr to Sales Revenue,0.0,966.11,U201,2,Reversal,GBP,1.0,0,-966.11
2024-03-23,JRN-2024-0079,1,4100,Other Income,MKT,Dr to Other Income,741.4,0.0,U201,2,Manual,GBP,1.0,1,741.4
2024-03-23,JRN-2024-0079,2,4000,Sales Revenue,MKT,Dr to Sales Revenue,460.73,0.0,U201,2,Manual,GBP,1.0,1,460.73
2024-03-23,JRN-2024-0079,3,2000,Accounts Payable,MKT,Cr to Accounts Payable,0.0,1789.9,U201,2,Manual,GBP,1.0,1,-1789.9
2024-03-23,JRN-2024-0079,4,2100,Accruals,MKT,Dr to Accruals,587.77,0.0,U201,2,Manual,GBP,1.0,1,587.77
2024-05-29,JRN-2024-0080,1,2000,Accounts Payable,OPS,Dr to Accounts Payable,779.27,0.0,U201,1,Reversal,GBP,1.0,0,779.27
2024-05-29,JRN-2024-0080,2,2100,Accruals,OPS,Dr to Accruals,582.32,0.0,U201,1,Reversal,GBP,1.0,0,582.32
2024-05-29,JRN-2024-0080,3,2100,Accruals,OPS,Cr to Accruals,0.0,1361.59,U201,1,Reversal,GBP,1.0,0,-1361.59
2024-04-04,JRN-2024-0081,1,3100,Retained Earnings,FIN,Cr to Retained Earnings,0.0,633.72,U401,2,Manual,GBP,1.0,0,-633.72
2024-04-04,JRN-2024-0081,2,3000,Share Capital,FIN,Dr to Share Capital,2617.08,0.0,U401,2,Manual,GBP,1.0,0,2617.08
2024-04-04,JRN-2024-0081,3,4000,Sales Revenue,FIN,Cr to Sales Revenue,0.0,780.19,U401,2,Manual,GBP,1.0,0,-780.19
2024-04-04,JRN-2024-0081,4,3000,Share Capital,FIN,Cr to Share Capital,0.0,1203.17,U401,2,Manual,GBP,1.0,0,-1203.17
2024-07-12,JRN-2024-0082,1,5400,Depreciation Expense,HR,Cr to Depreciation Expense,0.0,583.11,U103,1,Automated,GBP,1.0,0,-583.11
2024-07-12,JRN-2024-0082,2,5000,Cost of Goods Sold,HR,Cr to Cost of Goods Sold,0.0,1139.7,U103,1,Automated,GBP,1.0,0,-1139.7
2024-07-12,JRN-2024-0082,3,3100,Retained Earnings,HR,Dr to Retained Earnings,1722.81,0.0,U103,1,Automated,GBP,1.0,0,1722.81
2024-01-01,JRN-2024-0083,1,4100,Other Income,HR,Dr to Other Income,655.9,0.0,U103,1,Automated,GBP,1.0,0,655.9
2024-01-01,JRN-2024-0083,2,5300,Utilities Expense,HR,Cr to Utilities Expense,0.0,1011.87,U103,1,Automated,GBP,1.0,0,-1011.87
2024-01-01,JRN-2024-0083,3,5500,Interest Expense,HR,Dr to Interest Expense,355.97,0.0,U103,1,Automated,GBP,1.0,0,355.97
2024-09-15,JRN-2024-0084,1,1000,Cash at Bank,OPS,Dr to Cash at Bank,1453.9,0.0,U401,1,Reversal,GBP,1.0,0,1453.9
2024-09-15,JRN-2024-0084,2,2100,Accruals,OPS,Cr to Accruals,0.0,1453.9,U401,1,Reversal,GBP,1.0,0,-1453.9
2024-11-16,JRN-2024-0085,1,5400,Depreciation Expense,OPS,Cr to Depreciation Expense,0.0,1256.03,U101,3,Manual,GBP,1.0,1,-1256.03
2024-11-16,JRN-2024-0085,2,2000,Accounts Payable,OPS,Dr to Accounts Payable,1256.03,0.0,U101,3,Manual,GBP,1.0,1,1256.03
2024-03-09,JRN-2024-0086,1,5300,Utilities Expense,FIN,Dr to Utilities Expense,1880.45,0.0,U301,1,Automated,GBP,1.0,0,1880.45
2024-03-09,JRN-2024-0086,2,5100,Wages Expense,FIN,Cr to Wages Expense,0.0,1880.45,U301,1,Automated,GBP,1.0,0,-1880.45
2024-11-15,JRN-2024-0087,1,5200,Rent Expense,OPS,Dr to Rent Expense,717.11,0.0,U103,1,Reversal,GBP,1.0,0,717.11
2024-11-15,JRN-2024-0087,2,3100,Retained Earnings,OPS,Cr to Retained Earnings,0.0,306.85,U103,1,Reversal,GBP,1.0,0,-306.85
2024-11-15,JRN-2024-0087,3,5000,Cost of Goods Sold,OPS,Dr to Cost of Goods Sold,684.7,0.0,U103,1,Reversal,GBP,1.0,0,684.7
2024-11-15,JRN-2024-0087,4,4000,Sales Revenue,OPS,Cr to Sales Revenue,0.0,1094.96,U103,1,Reversal,GBP,1.0,0,-1094.96
2024-03-02,JRN-2024-0088,1,1300,Prepayments,HR,Dr to Prepayments,2652.86,0.0,U401,1,Manual,GBP,1.0,1,2652.86
2024-03-02,JRN-2024-0088,2,4000,Sales Revenue,HR,Cr to Sales Revenue,0.0,2652.86,U401,1,Manual,GBP,1.0,1,-2652.86
2024-01-14,JRN-2024-0089,1,5500,Interest Expense,IT,Dr to Interest Expense,221.38,0.0,U101,3,Manual,GBP,1.0,1,221.38
2024-01-14,JRN-2024-0089,2,1200,Inventory,IT,Cr to Inventory,0.0,2697.25,U101,3,Manual,GBP,1.0,1,-2697.25
2024-01-14,JRN-2024-0089,3,5200,Rent Expense,IT,Dr to Rent Expense,2381.52,0.0,U101,3,Manual,GBP,1.0,1,2381.52
2024-01-14,JRN-2024-0089,4,2100,Accruals,IT,Dr to Accruals,94.35,0.0,U101,3,Manual,GBP,1.0,1,94.35
2024-11-04,JRN-2024-0090,1,3100,Retained Earnings,FIN,Dr to Retained Earnings,898.92,0.0,U301,3,Automated,GBP,1.0,1,898.92
2024-11-04,JRN-2024-0090,2,3100,Retained Earnings,FIN,Dr to Retained Earnings,10674.08,0.0,U301,3,Automated,GBP,1.0,1,10674.08
2024-11-04,JRN-2024-0090,3,1200,Inventory,FIN,Cr to Inventory,0.0,11573.0,U301,3,Automated,GBP,1.0,1,-11573.0
2024-04-20,JRN-2024-0091,1,5200,Rent Expense,FIN,Dr to Rent Expense,2669.33,0.0,U201,2,Reversal,GBP,1.0,0,2669.33
2024-04-20,JRN-2024-0091,2,1000,Cash at Bank,FIN,Cr to Cash at Bank,0.0,2669.33,U201,2,Reversal,GBP,1.0,0,-2669.33
2024-04-06,JRN-2024-0092,1,5200,Rent Expense,IT,Cr to Rent Expense,0.0,1508.47,U401,2,Reversal,GBP,1.0,0,-1508.47
2024-04-06,JRN-2024-0092,2,2000,Accounts Payable,IT,Dr to Accounts Payable,3158.79,0.0,U401,2,Reversal,GBP,1.0,0,3158.79
2024-04-06,JRN-2024-0092,3,5000,Cost of Goods Sold,IT,Cr to Cost of Goods Sold,0.0,1650.32,U401,2,Reversal,GBP,1.0,0,-1650.32
2024-10-20,JRN-2024-0093,1,5200,Rent Expense,MKT,Dr to Rent Expense,3724.16,0.0,U102,1,Automated,GBP,1.0,0,3724.16
2024-10-20,JRN-2024-0093,2,5400,Depreciation Expense,MKT,Cr to Depreciation Expense,0.0,1150.86,U102,1,Automated,GBP,1.0,0,-1150.86
2024-10-20,JRN-2024-0093,3,5400,Depreciation Expense,MKT,Dr to Depreciation Expense,932.84,0.0,U102,1,Automated,GBP,1.0,0,932.84
2024-10-20,JRN-2024-0093,4,1300,Prepayments,MKT,Cr to Prepayments,0.0,3506.14,U102,1,Automated,GBP,1.0,0,-3506.14
2024-06-21,JRN-2024-0094,1,1100,Accounts Receivable,MKT,Dr to Accounts Receivable,3599.39,0.0,U101,2,Automated,GBP,1.0,0,3599.39
2024-06-21,JRN-2024-0094,2,5000,Cost of Goods Sold,MKT,Cr to Cost of Goods Sold,0.0,319.99,U101,2,Automated,GBP,1.0,0,-319.99
2024-06-21,JRN-2024-0094,3,5400,Depreciation Expense,MKT,Cr to Depreciation Expense,0.0,3279.4,U101,2,Automated,GBP,1.0,0,-3279.4
2024-01-23,JRN-2024-0095,1,5400,Depreciation Expense,MKT,Cr to Depreciation Expense,0.0,1962.48,U103,2,Automated,GBP,1.0,0,-1962.48
2024-01-23,JRN-2024-0095,2,4100,Other Income,MKT,Dr to Other Income,1962.48,0.0,U103,2,Automated,GBP,1.0,0,1962.48
2024-11-11,JRN-2024-0096,1,5000,Cost of Goods Sold,IT,Dr to Cost of Goods Sold,2248.92,0.0,U102,1,Manual,GBP,1.0,1,2248.92
2024-11-11,JRN-2024-0096,2,5100,Wages Expense,IT,Dr to Wages Expense,1535.28,0.0,U102,1,Manual,GBP,1.0,1,1535.28
2024-11-11,JRN-2024-0096,3,5100,Wages Expense,IT,Cr to Wages Expense,0.0,7411.92,U102,1,Manual,GBP,1.0,1,-7411.92
2024-11-11,JRN-2024-0096,4,1300,Prepayments,IT,Dr to Prepayments,3627.72,0.0,U102,1,Manual,GBP,1.0,1,3627.72
2024-01-01,JRN-2024-0097,1,5400,Depreciation Expense,HR,Dr to Depreciation Expense,2667.32,0.0,U401,3,Automated,GBP,1.0,0,2667.32
2024-01-01,JRN-2024-0097,2,2100,Accruals,HR,Dr to Accruals,509.28,0.0,U401,3,Automated,GBP,1.0,0,509.28
2024-01-01,JRN-2024-0097,3,3000,Share Capital,HR,Cr to Share Capital,0.0,479.55,U401,3,Automated,GBP,1.0,0,-479.55
2024-01-01,JRN-2024-0097,4,1200,Inventory,HR,Cr to Inventory,0.0,2697.05,U401,3,Automated,GBP,1.0,0,-2697.05
2024-01-25,JRN-2024-0098,1,4100,Other Income,OPS,Cr to Other Income,0.0,982.52,U201,3,Manual,GBP,1.0,0,-982.52
2024-01-25,JRN-2024-0098,2,5000,Cost of Goods Sold,OPS,Cr to Cost of Goods Sold,0.0,-343.48,U201,3,Manual,GBP,1.0,0,343.48
2024-01-25,JRN-2024-0098,3,2100,Accruals,OPS,Dr to Accruals,639.04,0.0,U201,3,Manual,GBP,1.0,0,639.04
2024-12-29,JRN-2024-0099,1,5000,Cost of Goods Sold,HR,Dr to Cost of Goods Sold,7525.52,0.0,U401,3,Automated,GBP,1.0,1,7525.52
2024-12-29,JRN-2024-0099,2,1200,Inventory,HR,Cr to Inventory,0.0,10096.0,U401,3,Automated,GBP,1.0,1,-10096.0
2024-12-29,JRN-2024-0099,3,2100,Accruals,HR,Dr to Accruals,2570.48,0.0,U401,3,Automated,GBP,1.0,1,2570.48
2024-05-29,JRN-2024-0100,1,4100,Other Income,MKT,Dr to Other Income,308.72,0.0,U102,1,Reversal,GBP,1.0,0,308.72
2024-05-29,JRN-2024-0100,2,5100,Wages Expense,MKT,Cr to Wages Expense,0.0,2265.0,U102,1,Reversal,GBP,1.0,0,-2265.0
2024-05-29,JRN-2024-0100,3,1100,Accounts Receivable,MKT,Dr to Accounts Receivable,1956.28,0.0,U102,1,Reversal,GBP,1.0,0,1956.28
2024-07-07,JRN-2024-0101,1,3100,Retained Earnings,IT,Cr to Retained Earnings,0.0,793.85,U401,1,Manual,GBP,1.0,1,-793.85
2024-07-07,JRN-2024-0101,2,1000,Cash at Bank,IT,Dr to Cash at Bank,793.85,0.0,U401,1,Manual,GBP,1.0,1,793.85
2024-07-29,JRN-2024-0102,1,5300,Utilities Expense,IT,Dr to Utilities Expense,1283.77,0.0,U301,3,Automated,GBP,1.0,0,1283.77
2024-07-29,JRN-2024-0102,2,5500,Interest Expense,IT,Cr to Interest Expense,0.0,1283.77,U301,3,Automated,GBP,1.0,0,-1283.77
2024-01-19,JRN-2024-0103,1,1100,Accounts Receivable,OPS,Dr to Accounts Receivable,3153.59,0.0,U103,1,Automated,GBP,1.0,0,3153.59
2024-01-19,JRN-2024-0103,2,1000,Cash at Bank,OPS,Cr to Cash at Bank,0.0,3153.59,U103,1,Automated,GBP,1.0,0,-3153.59
2024-04-23,JRN-2024-0104,1,5300,Utilities Expense,FIN,Dr to Utilities Expense,2014.47,0.0,U101,3,Automated,GBP,1.0,0,2014.47
2024-04-23,JRN-2024-0104,2,2100,Accruals,FIN,Cr to Accruals,0.0,2014.47,U101,3,Automated,GBP,1.0,0,-2014.47
2024-05-10,JRN-2024-0105,1,5500,Interest Expense,IT,Cr to Interest Expense,0.0,257.72,U103,2,Automated,GBP,1.0,0,-257.72
2024-05-10,JRN-2024-0105,2,4100,Other Income,IT,Cr to Other Income,0.0,287.2,U103,2,Automated,GBP,1.0,0,-287.2
2024-05-10,JRN-2024-0105,3,4100,Other Income,IT,Dr to Other Income,3377.04,0.0,U103,2,Automated,GBP,1.0,0,3377.04
2024-05-10,JRN-2024-0105,4,1200,Inventory,IT,Cr to Inventory,0.0,2832.12,U103,2,Automated,GBP,1.0,0,-2832.12
2024-11-23,JRN-2024-0106,1,2100,Accruals,MKT,Dr to Accruals,1929.86,0.0,U201,1,Manual,GBP,1.0,1,1929.86
2024-11-23,JRN-2024-0106,2,4000,Sales Revenue,MKT,Cr to Sales Revenue,0.0,3344.99,U201,1,Manual,GBP,1.0,1,-3344.99
2024-11-23,JRN-2024-0106,3,5400,Depreciation Expense,MKT,Dr to Depreciation Expense,1415.13,0.0,U201,1,Manual,GBP,1.0,1,1415.13
2024-06-13,JRN-2024-0107,1,2100,Accruals,OPS,Dr to Accruals,734.49,0.0,U102,3,Automated,GBP,1.0,0,734.49
2024-06-13,JRN-2024-0107,2,2000,Accounts Payable,OPS,Cr to Accounts Payable,0.0,1521.41,U102,3,Automated,GBP,1.0,0,-1521.41
2024-06-13,JRN-2024-0107,3,5300,Utilities Expense,OPS,Dr to Utilities Expense,786.92,0.0,U102,3,Automated,GBP,1.0,0,786.92
2024-07-06,JRN-2024-0108,1,1100,Accounts Receivable,IT,Cr to Accounts Receivable,0.0,2473.18,U201,3,Reversal,GBP,1.0,0,-2473.18
2024-07-06,JRN-2024-0108,2,1100,Accounts Receivable,IT,Dr to Accounts Receivable,2473.18,0.0,U201,3,Reversal,GBP,1.0,0,2473.18
2024-07-13,JRN-2024-0109,1,3000,Share Capital,MKT,Dr to Share Capital,3379.31,0.0,U301,2,Automated,GBP,1.0,0,3379.31
2024-07-13,JRN-2024-0109,2,3000,Share Capital,MKT,Cr to Share Capital,0.0,23.43,U301,2,Automated,GBP,1.0,0,-23.43
2024-07-13,JRN-2024-0109,3,5100,Wages Expense,MKT,Cr to Wages Expense,0.0,1057.18,U301,2,Automated,GBP,1.0,0,-1057.18
2024-07-13,JRN-2024-0109,4,1300,Prepayments,MKT,Cr to Prepayments,0.0,2298.7,U301,2,Automated,GBP,1.0,0,-2298.7
2024-12-07,JRN-2024-0110,1,5100,Wages Expense,OPS,Dr to Wages Expense,774.21,0.0,U401,1,Automated,GBP,1.0,0,774.21
2024-12-07,JRN-2024-0110,2,3100,Retained Earnings,OPS,Cr to Retained Earnings,0.0,1690.7,U401,1,Automated,GBP,1.0,0,-1690.7
2024-12-07,JRN-2024-0110,3,1000,Cash at Bank,OPS,Dr to Cash at Bank,690.87,0.0,U401,1,Automated,GBP,1.0,0,690.87
2024-12-07,JRN-2024-0110,4,4100,Other Income,OPS,Dr to Other Income,225.62,0.0,U401,1,Automated,GBP,1.0,0,225.62
2024-01-09,JRN-2024-0111,1,3100,Retained Earnings,IT,Cr to Retained Earnings,0.0,513.45,U101,1,Manual,GBP,1.0,0,-513.45
2024-01-09,JRN-2024-0111,2,1100,Accounts Receivable,IT,Cr to Accounts Receivable,0.0,1515.94,U101,1,Manual,GBP,1.0,0,-1515.94
2024-01-09,JRN-2024-0111,3,5200,Rent Expense,IT,Dr to Rent Expense,1423.67,0.0,U101,1,Manual,GBP,1.0,0,1423.67
2024-01-09,JRN-2024-0111,4,4000,Sales Revenue,IT,Cr to Sales Revenue,0.0,-605.72,U101,1,Manual,GBP,1.0,0,605.72
2024-01-17,JRN-2024-0112,1,2000,Accounts Payable,MKT,Dr to Accounts Payable,1229.3,0.0,U101,1,Automated,GBP,1.0,0,1229.3
2024-01-17,JRN-2024-0112,2,4000,Sales Revenue,MKT,Dr to Sales Revenue,2029.18,0.0,U101,1,Automated,GBP,1.0,0,2029.18
2024-01-17,JRN-2024-0112,3,2100,Accruals,MKT,Cr to Accruals,0.0,3258.48,U101,1,Automated,GBP,1.0,0,-3258.48
2024-06-21,JRN-2024-0113,1,1000,Cash at Bank,MKT,Dr to Cash at Bank,1907.72,0.0,U401,3,Reversal,GBP,1.0,0,1907.72
2024-06-21,JRN-2024-0113,2,4100,Other Income,MKT,Cr to Other Income,0.0,890.77,U401,3,Reversal,GBP,1.0,0,-890.77
2024-06-21,JRN-2024-0113,3,2000,Accounts Payable,MKT,Dr to Accounts Payable,1201.72,0.0,U401,3,Reversal,GBP,1.0,0,1201.72
2024-06-21,JRN-2024-0113,4,5100,Wages Expense,MKT,Cr to Wages Expense,0.0,2218.67,U401,3,Reversal,GBP,1.0,0,-2218.67
2024-06-12,JRN-2024-0114,1,1000,Cash at Bank,IT,Cr to Cash at Bank,0.0,2316.57,U102,3,Manual,GBP,1.0,0,-2316.57
2024-06-12,JRN-2024-0114,2,5000,Cost of Goods Sold,IT,Dr to Cost of Goods Sold,2316.57,0.0,U102,3,Manual,GBP,1.0,0,2316.57
2024-09-02,JRN-2024-0115,1,2100,Accruals,OPS,Cr to Accruals,0.0,234.46,U103,3,Reversal,GBP,1.0,0,-234.46
2024-09-02,JRN-2024-0115,2,2000,Accounts Payable,OPS,Cr to Accounts Payable,0.0,2112.35,U103,3,Reversal,GBP,1.0,0,-2112.35
2024-09-02,JRN-2024-0115,3,3100,Retained Earnings,OPS,Dr to Retained Earnings,2346.81,0.0,U103,3,Reversal,GBP,1.0,0,2346.81
2024-12-30,JRN-2024-0116,1,5000,Cost of Goods Sold,MKT,Cr to Cost of Goods Sold,0.0,238.08,U401,2,Automated,GBP,1.0,0,-238.08
2024-12-30,JRN-2024-0116,2,1100,Accounts Receivable,MKT,Dr to Accounts Receivable,57.95,0.0,U401,2,Automated,GBP,1.0,0,57.95
2024-12-30,JRN-2024-0116,3,4000,Sales Revenue,MKT,Dr to Sales Revenue,800.73,0.0,U401,2,Automated,GBP,1.0,0,800.73
2024-12-30,JRN-2024-0116,4,4100,Other Income,MKT,Cr to Other Income,0.0,620.6,U401,2,Automated,GBP,1.0,0,-620.6
2024-01-25,JRN-2024-0117,1,3000,Share Capital,IT,Dr to Share Capital,123.77,0.0,U101,2,Reversal,GBP,1.0,0,123.77
2024-01-25,JRN-2024-0117,2,1200,Inventory,IT,Dr to Inventory,139.76,0.0,U101,2,Reversal,GBP,1.0,0,139.76
2024-01-25,JRN-2024-0117,3,1200,Inventory,IT,Dr to Inventory,123.27,0.0,U101,2,Reversal,GBP,1.0,0,123.27
2024-01-25,JRN-2024-0117,4,1100,Accounts Receivable,IT,Cr to Accounts Receivable,0.0,386.8,U101,2,Reversal,GBP,1.0,0,-386.8
2024-10-31,JRN-2024-0118,1,5200,Rent Expense,OPS,Dr to Rent Expense,871.57,0.0,U401,3,Reversal,GBP,1.0,0,871.57
2024-10-31,JRN-2024-0118,2,1000,Cash at Bank,OPS,Cr to Cash at Bank,0.0,2422.46,U401,3,Reversal,GBP,1.0,0,-2422.46
2024-10-31,JRN-2024-0118,3,4100,Other Income,OPS,Dr to Other Income,1550.89,0.0,U401,3,Reversal,GBP,1.0,0,1550.89
2024-07-16,JRN-2024-0119,1,3100,Retained Earnings,OPS,Cr to Retained Earnings,0.0,2040.35,U201,3,Reversal,GBP,1.0,0,-2040.35
2024-07-16,JRN-2024-0119,2,4000,Sales Revenue,OPS,Dr to Sales Revenue,2040.35,0.0,U201,3,Reversal,GBP,1.0,0,2040.35
2024-01-26,JRN-2024-0120,1,5400,Depreciation Expense,HR,Cr to Depreciation Expense,0.0,4145.38,U101,2,Automated,GBP,1.0,0,-4145.38
2024-01-26,JRN-2024-0120,2,5500,Interest Expense,HR,Dr to Interest Expense,3063.93,0.0,U101,2,Automated,GBP,1.0,0,3063.93
2024-01-26,JRN-2024-0120,3,4100,Other Income,HR,Dr to Other Income,1081.45,0.0,U101,2,Automated,GBP,1.0,0,1081.45
2024-01-07,JRN-2024-0121,1,4000,Sales Revenue,OPS,Cr to Sales Revenue,0.0,2391.2,U103,2,Reversal,GBP,1.0,0,-2391.2
